zipcode,price,bedrooms,near_college
92110,2375,0,1
92110,2095,0,1
92110,2295,0,1
92110,2375,1,1
92110,2420,1,1
92110,2800,2,1
92110,2615,2,1
92110,2492,1,1
92110,2655,1,1
92110,2375,0,1
92110,2095,0,1
92110,2295,0,1
92110,2375,1,1
92110,2420,1,1
92110,2800,2,1
92110,2615,2,1
92110,2492,1,1
92110,2655,1,1
92110,2375,0,1
92110,2095,0,1
92110,2295,0,1
92110,2375,1,1
92110,2420,1,1
92110,2800,2,1
92110,2615,2,1
92110,2492,1,1
92110,2655,1,1
92110,2375,0,1
92110,2095,0,1
92110,2295,0,1
92110,2375,1,1
92110,2420,1,1
92110,2800,2,1
92110,2615,2,1
92110,2492,1,1
92110,2655,1,1
92110,2375,0,1
92110,2095,0,1
92110,2295,0,1
92110,2375,1,1
92110,2420,1,1
92110,2800,2,1
92110,2615,2,1
92110,2492,1,1
92110,2655,1,1
92110,2375,0,1
92110,2095,0,1
92110,2295,0,1
92110,2375,1,1
92110,2420,1,1
92110,2800,2,1
92110,2615,2,1
92110,2492,1,1
92110,2655,1,1
92110,2375,0,1
92110,2095,0,1
92110,2295,0,1
92110,2375,1,1
92110,2420,1,1
92110,2800,2,1
92110,2615,2,1
92110,2492,1,1
92110,2655,1,1
92110,2375,0,1
92110,2095,0,1
92110,2295,0,1
92110,2375,1,1
92110,2420,1,1
92110,2800,2,1
92110,2615,2,1
92110,2492,1,1
92107,3995,1,0
92107,2695,1,0
92107,2052,0,0
92107,2195,0,0
92107,2189,1,0
92107,3995,1,0
92107,2695,1,0
92107,2052,0,0
92107,2195,0,0
92107,2189,1,0
92107,3995,1,0
92107,2695,1,0
92107,2052,0,0
92107,2195,0,0
92107,2189,1,0
92107,3995,1,0
92107,2695,1,0
92107,2052,0,0
92107,2195,0,0
92107,2189,1,0
92107,3995,1,0
92107,2695,1,0
92107,2052,0,0
92107,2195,0,0
92107,2189,1,0
92107,3995,1,0
92107,2695,1,0
92107,2052,0,0
92107,2195,0,0
92107,2189,1,0
92107,3995,1,0
92107,2695,1,0
92107,2052,0,0
92107,2195,0,0
92107,2189,1,0
92107,3995,1,0
92107,2695,1,0
92107,2052,0,0
92107,2195,0,0
92107,2189,1,0
92107,3995,1,0
92107,2695,1,0
92107,2052,0,0
92107,2195,0,0
92107,2189,1,0
92116,2910,0,0
92116,2910,0,0
92116,2910,0,0
92116,2910,0,0
92116,2910,0,0
92116,2910,0,0
92116,2910,0,0
92116,2910,0,0
92116,2910,0,0
92173,2125,1,0
92173,2125,1,0
92173,2125,1,0
92173,2125,1,0
92173,2125,1,0
92173,2125,1,0
92173,2125,1,0
92173,2125,1,0
92173,2125,1,0
92120,3775,2,0
92120,2195,1,0
92120,1965,0,0
92120,2500,1,0
92120,2378,0,0
92120,2294,0,0
92120,2799,1,0
92120,3775,2,0
92120,2195,1,0
92120,1965,0,0
92120,2500,1,0
92120,2378,0,0
92120,2294,0,0
92120,2799,1,0
92120,3775,2,0
92120,2195,1,0
92120,1965,0,0
92120,2500,1,0
92120,2378,0,0
92120,2294,0,0
92120,2799,1,0
92120,3775,2,0
92120,2195,1,0
92120,1965,0,0
92120,2500,1,0
92120,2378,0,0
92120,2294,0,0
92120,2799,1,0
92120,3775,2,0
92120,2195,1,0
92120,1965,0,0
92120,2500,1,0
92120,2378,0,0
92120,2294,0,0
92120,2799,1,0
92120,3775,2,0
92120,2195,1,0
92120,1965,0,0
92120,2500,1,0
92120,2378,0,0
92120,2294,0,0
92120,2799,1,0
92120,3775,2,0
92120,2195,1,0
92120,1965,0,0
92120,2500,1,0
92120,2378,0,0
92120,2294,0,0
92120,2799,1,0
92120,3775,2,0
92120,2195,1,0
92120,1965,0,0
92120,2500,1,0
92120,2378,0,0
92120,2294,0,0
92120,2799,1,0
92120,3775,2,0
92120,2195,1,0
92120,1965,0,0
92120,2500,1,0
92120,2378,0,0
92120,2294,0,0
92120,2799,1,0
91932,2695,2,0
91932,2495,1,0
91932,2695,2,0
91932,2495,1,0
91932,2695,2,0
91932,2495,1,0
91932,2695,2,0
91932,2495,1,0
91932,2695,2,0
91932,2495,1,0
91932,2695,2,0
91932,2495,1,0
91932,2695,2,0
91932,2495,1,0
91932,2695,2,0
91932,2495,1,0
91932,2695,2,0
91932,2495,1,0
92119,2155,1,0
92119,3026,1,0
92119,1763,0,0
92119,1695,1,0
92119,2100,1,0
92119,2155,1,0
92119,3026,1,0
92119,1763,0,0
92119,1695,1,0
92119,2100,1,0
92119,2155,1,0
92119,3026,1,0
92119,1763,0,0
92119,1695,1,0
92119,2100,1,0
92119,2155,1,0
92119,3026,1,0
92119,1763,0,0
92119,1695,1,0
92119,2100,1,0
92119,2155,1,0
92119,3026,1,0
92119,1763,0,0
92119,1695,1,0
92119,2100,1,0
92119,2155,1,0
92119,3026,1,0
92119,1763,0,0
92119,1695,1,0
92119,2100,1,0
92119,2155,1,0
92119,3026,1,0
92119,1763,0,0
92119,1695,1,0
92119,2100,1,0
92119,2155,1,0
92119,3026,1,0
92119,1763,0,0
92119,1695,1,0
92119,2100,1,0
92119,2155,1,0
92119,3026,1,0
92119,1763,0,0
92119,1695,1,0
92119,2100,1,0
92108,2982,1,1
92108,3020,1,1
92108,3195,2,1
92108,2926,1,1
92108,2625,1,1
92108,2691,1,1
92108,2682,1,1
92108,2505,1,1
92108,2982,1,1
92108,3020,1,1
92108,3195,2,1
92108,2926,1,1
92108,2625,1,1
92108,2691,1,1
92108,2682,1,1
92108,2505,1,1
92108,2982,1,1
92108,3020,1,1
92108,3195,2,1
92108,2926,1,1
92108,2625,1,1
92108,2691,1,1
92108,2682,1,1
92108,2505,1,1
92108,2982,1,1
92108,3020,1,1
92108,3195,2,1
92108,2926,1,1
92108,2625,1,1
92108,2691,1,1
92108,2682,1,1
92108,2505,1,1
92108,2982,1,1
92108,3020,1,1
92108,3195,2,1
92108,2926,1,1
92108,2625,1,1
92108,2691,1,1
92108,2682,1,1
92108,2505,1,1
92108,2982,1,1
92108,3020,1,1
92108,3195,2,1
92108,2926,1,1
92108,2625,1,1
92108,2691,1,1
92108,2682,1,1
92108,2505,1,1
92108,2982,1,1
92108,3020,1,1
92108,3195,2,1
92108,2926,1,1
92108,2625,1,1
92108,2691,1,1
92108,2682,1,1
92108,2505,1,1
92108,2982,1,1
92108,3020,1,1
92108,3195,2,1
92108,2926,1,1
92108,2625,1,1
92108,2691,1,1
92108,2682,1,1
92108,2505,1,1
92108,2982,1,1
92108,3020,1,1
92108,3195,2,1
92108,2926,1,1
92108,2625,1,1
92108,2691,1,1
92108,2682,1,1
92108,2505,1,1
92106,3495,2,1
92106,2505,1,1
92106,2215,1,1
92106,3495,2,1
92106,2505,1,1
92106,2215,1,1
92106,3495,2,1
92106,2505,1,1
92106,2215,1,1
92106,3495,2,1
92106,2505,1,1
92106,2215,1,1
92106,3495,2,1
92106,2505,1,1
92106,2215,1,1
92106,3495,2,1
92106,2505,1,1
92106,2215,1,1
92106,3495,2,1
92106,2505,1,1
92106,2215,1,1
92106,3495,2,1
92106,2505,1,1
92106,2215,1,1
92106,3495,2,1
92106,2505,1,1
92106,2215,1,1
92118,2447,0,0
92118,4800,2,0
92118,5500,1,0
92118,4495,1,0
92118,6500,1,0
92118,2447,0,0
92118,4800,2,0
92118,5500,1,0
92118,4495,1,0
92118,6500,1,0
92118,2447,0,0
92118,4800,2,0
92118,5500,1,0
92118,4495,1,0
92118,6500,1,0
92118,2447,0,0
92118,4800,2,0
92118,5500,1,0
92118,4495,1,0
92118,6500,1,0
92118,2447,0,0
92118,4800,2,0
92118,5500,1,0
92118,4495,1,0
92118,6500,1,0
92118,2447,0,0
92118,4800,2,0
92118,5500,1,0
92118,4495,1,0
92118,6500,1,0
92118,2447,0,0
92118,4800,2,0
92118,5500,1,0
92118,4495,1,0
92118,6500,1,0
92118,2447,0,0
92118,4800,2,0
92118,5500,1,0
92118,4495,1,0
92118,6500,1,0
92118,2447,0,0
92118,4800,2,0
92118,5500,1,0
92118,4495,1,0
92118,6500,1,0
92014,3725,2,0
92014,3708,1,0
92014,2700,1,0
92014,3300,1,0
92014,3725,2,0
92014,3708,1,0
92014,2700,1,0
92014,3300,1,0
92014,3725,2,0
92014,3708,1,0
92014,2700,1,0
92014,3300,1,0
92014,3725,2,0
92014,3708,1,0
92014,2700,1,0
92014,3300,1,0
92014,3725,2,0
92014,3708,1,0
92014,2700,1,0
92014,3300,1,0
92014,3725,2,0
92014,3708,1,0
92014,2700,1,0
92014,3300,1,0
92014,3725,2,0
92014,3708,1,0
92014,2700,1,0
92014,3300,1,0
92014,3725,2,0
92014,3708,1,0
92014,2700,1,0
92014,3300,1,0
92014,3725,2,0
92014,3708,1,0
92014,2700,1,0
92014,3300,1,0
92121,2290,1,0
92121,3799,2,0
92121,3490,3,0
92121,2290,1,0
92121,3799,2,0
92121,3490,3,0
92121,2290,1,0
92121,3799,2,0
92121,3490,3,0
92121,2290,1,0
92121,3799,2,0
92121,3490,3,0
92121,2290,1,0
92121,3799,2,0
92121,3490,3,0
92121,2290,1,0
92121,3799,2,0
92121,3490,3,0
92121,2290,1,0
92121,3799,2,0
92121,3490,3,0
92121,2290,1,0
92121,3799,2,0
92121,3490,3,0
92121,2290,1,0
92121,3799,2,0
92121,3490,3,0
92136,1730,0,0
92136,2395,1,0
92136,1750,1,0
92136,1730,0,0
92136,2395,1,0
92136,1750,1,0
92136,1730,0,0
92136,2395,1,0
92136,1750,1,0
92136,1730,0,0
92136,2395,1,0
92136,1750,1,0
92136,1730,0,0
92136,2395,1,0
92136,1750,1,0
92136,1730,0,0
92136,2395,1,0
92136,1750,1,0
92136,1730,0,0
92136,2395,1,0
92136,1750,1,0
92136,1730,0,0
92136,2395,1,0
92136,1750,1,0
92140,3495,2,0
92140,2375,0,0
92140,2095,0,0
92140,2375,1,0
92140,2420,1,0
92140,2800,2,0
92140,2505,1,0
92140,2615,2,0
92140,3495,2,0
92140,2375,0,0
92140,2095,0,0
92140,2375,1,0
92140,2420,1,0
92140,2800,2,0
92140,2505,1,0
92140,2615,2,0
92140,3495,2,0
92140,2375,0,0
92140,2095,0,0
92140,2375,1,0
92140,2420,1,0
92140,2800,2,0
92140,2505,1,0
92140,2615,2,0
92140,3495,2,0
92140,2375,0,0
92140,2095,0,0
92140,2375,1,0
92140,2420,1,0
92140,2800,2,0
92140,2505,1,0
92140,2615,2,0
92140,3495,2,0
92140,2375,0,0
92140,2095,0,0
92140,2375,1,0
92140,2420,1,0
92140,2800,2,0
92140,2505,1,0
92140,2615,2,0
92140,3495,2,0
92140,2375,0,0
92140,2095,0,0
92140,2375,1,0
92140,2420,1,0
92140,2800,2,0
92140,2505,1,0
92140,2615,2,0
92140,3495,2,0
92140,2375,0,0
92140,2095,0,0
92140,2375,1,0
92140,2420,1,0
92140,2800,2,0
92140,2505,1,0
92140,2615,2,0
92140,3495,2,0
92140,2375,0,0
92140,2095,0,0
92140,2375,1,0
92140,2420,1,0
92140,2800,2,0
92140,2505,1,0
92140,2615,2,0
92135,5500,1,0
92135,4495,1,0
92135,4800,1,0
92135,5500,1,0
92135,4495,1,0
92135,4800,1,0
92135,5500,1,0
92135,4495,1,0
92135,4800,1,0
92135,5500,1,0
92135,4495,1,0
92135,4800,1,0
92135,5500,1,0
92135,4495,1,0
92135,4800,1,0
92135,5500,1,0
92135,4495,1,0
92135,4800,1,0
92135,5500,1,0
92135,4495,1,0
92135,4800,1,0
92135,5500,1,0
92135,4495,1,0
92135,4800,1,0
92182,2260,1,0
92182,3775,2,0
92182,2180,1,0
92182,2120,1,0
92182,1965,0,0
92182,2200,2,0
92182,2260,1,0
92182,3775,2,0
92182,2180,1,0
92182,2120,1,0
92182,1965,0,0
92182,2200,2,0
92182,2260,1,0
92182,3775,2,0
92182,2180,1,0
92182,2120,1,0
92182,1965,0,0
92182,2200,2,0
92182,2260,1,0
92182,3775,2,0
92182,2180,1,0
92182,2120,1,0
92182,1965,0,0
92182,2200,2,0
92182,2260,1,0
92182,3775,2,0
92182,2180,1,0
92182,2120,1,0
92182,1965,0,0
92182,2200,2,0
92182,2260,1,0
92182,3775,2,0
92182,2180,1,0
92182,2120,1,0
92182,1965,0,0
92182,2200,2,0
92182,2260,1,0
92182,3775,2,0
92182,2180,1,0
92182,2120,1,0
92182,1965,0,0
92182,2200,2,0
92182,2260,1,0
92182,3775,2,0
92182,2180,1,0
92182,2120,1,0
92182,1965,0,0
92182,2200,2,0
92132,2695,1,0
92132,2350,1,0
92132,2982,1,0
92132,2995,0,0
92132,2769,1,0
92132,3315,0,0
92132,2999,0,0
92132,2350,0,0
92132,2695,1,0
92132,2350,1,0
92132,2982,1,0
92132,2995,0,0
92132,2769,1,0
92132,3315,0,0
92132,2999,0,0
92132,2350,0,0
92132,2695,1,0
92132,2350,1,0
92132,2982,1,0
92132,2995,0,0
92132,2769,1,0
92132,3315,0,0
92132,2999,0,0
92132,2350,0,0
92132,2695,1,0
92132,2350,1,0
92132,2982,1,0
92132,2995,0,0
92132,2769,1,0
92132,3315,0,0
92132,2999,0,0
92132,2350,0,0
92132,2695,1,0
92132,2350,1,0
92132,2982,1,0
92132,2995,0,0
92132,2769,1,0
92132,3315,0,0
92132,2999,0,0
92132,2350,0,0
92132,2695,1,0
92132,2350,1,0
92132,2982,1,0
92132,2995,0,0
92132,2769,1,0
92132,3315,0,0
92132,2999,0,0
92132,2350,0,0
92132,2695,1,0
92132,2350,1,0
92132,2982,1,0
92132,2995,0,0
92132,2769,1,0
92132,3315,0,0
92132,2999,0,0
92132,2350,0,0
92132,2695,1,0
92132,2350,1,0
92132,2982,1,0
92132,2995,0,0
92132,2769,1,0
92132,3315,0,0
92132,2999,0,0
92132,2350,0,0
92147,2995,1,0
92147,2995,1,0
92147,2995,1,0
92147,2995,1,0
92147,2995,1,0
92147,2995,1,0
92147,2995,1,0
92147,2995,1,0
92134,2695,1,0
92134,2350,1,0
92134,2982,1,0
92134,2995,0,0
92134,2769,1,0
92134,3315,0,0
92134,2525,1,0
92134,2695,1,0
92134,2350,1,0
92134,2982,1,0
92134,2995,0,0
92134,2769,1,0
92134,3315,0,0
92134,2525,1,0
92134,2695,1,0
92134,2350,1,0
92134,2982,1,0
92134,2995,0,0
92134,2769,1,0
92134,3315,0,0
92134,2525,1,0
92134,2695,1,0
92134,2350,1,0
92134,2982,1,0
92134,2995,0,0
92134,2769,1,0
92134,3315,0,0
92134,2525,1,0
92134,2695,1,0
92134,2350,1,0
92134,2982,1,0
92134,2995,0,0
92134,2769,1,0
92134,3315,0,0
92134,2525,1,0
92134,2695,1,0
92134,2350,1,0
92134,2982,1,0
92134,2995,0,0
92134,2769,1,0
92134,3315,0,0
92134,2525,1,0
92134,2695,1,0
92134,2350,1,0
92134,2982,1,0
92134,2995,0,0
92134,2769,1,0
92134,3315,0,0
92134,2525,1,0
92134,2695,1,0
92134,2350,1,0
92134,2982,1,0
92134,2995,0,0
92134,2769,1,0
92134,3315,0,0
92134,2525,1,0
92162,2695,1,0
92162,2350,1,0
92162,2982,1,0
92162,2995,0,0
92162,2769,1,0
92162,2515,1,0
92162,2495,1,0
92162,3315,0,0
92162,2695,1,0
92162,2350,1,0
92162,2982,1,0
92162,2995,0,0
92162,2769,1,0
92162,2515,1,0
92162,2495,1,0
92162,3315,0,0
92162,2695,1,0
92162,2350,1,0
92162,2982,1,0
92162,2995,0,0
92162,2769,1,0
92162,2515,1,0
92162,2495,1,0
92162,3315,0,0
92162,2695,1,0
92162,2350,1,0
92162,2982,1,0
92162,2995,0,0
92162,2769,1,0
92162,2515,1,0
92162,2495,1,0
92162,3315,0,0
92162,2695,1,0
92162,2350,1,0
92162,2982,1,0
92162,2995,0,0
92162,2769,1,0
92162,2515,1,0
92162,2495,1,0
92162,3315,0,0
92162,2695,1,0
92162,2350,1,0
92162,2982,1,0
92162,2995,0,0
92162,2769,1,0
92162,2515,1,0
92162,2495,1,0
92162,3315,0,0
92162,2695,1,0
92162,2350,1,0
92162,2982,1,0
92162,2995,0,0
92162,2769,1,0
92162,2515,1,0
92162,2495,1,0
92162,3315,0,0
92162,2695,1,0
92162,2350,1,0
92162,2982,1,0
92162,2995,0,0
92162,2769,1,0
92162,2515,1,0
92162,2495,1,0
92162,3315,0,0
92162,2695,1,0
92162,2350,1,0
92162,2982,1,0
92162,2995,0,0
92162,2769,1,0
92162,2515,1,0
92162,2495,1,0
92162,3315,0,0
92164,3020,1,0
92164,3195,2,0
92164,2769,1,0
92164,2625,1,0
92164,2515,1,0
92164,2691,1,0
92164,2495,1,0
92164,3315,0,0
92164,2999,0,0
92164,3020,1,0
92164,3195,2,0
92164,2769,1,0
92164,2625,1,0
92164,2515,1,0
92164,2691,1,0
92164,2495,1,0
92164,3315,0,0
92164,2999,0,0
92164,3020,1,0
92164,3195,2,0
92164,2769,1,0
92164,2625,1,0
92164,2515,1,0
92164,2691,1,0
92164,2495,1,0
92164,3315,0,0
92164,2999,0,0
92164,3020,1,0
92164,3195,2,0
92164,2769,1,0
92164,2625,1,0
92164,2515,1,0
92164,2691,1,0
92164,2495,1,0
92164,3315,0,0
92164,2999,0,0
92164,3020,1,0
92164,3195,2,0
92164,2769,1,0
92164,2625,1,0
92164,2515,1,0
92164,2691,1,0
92164,2495,1,0
92164,3315,0,0
92164,2999,0,0
92164,3020,1,0
92164,3195,2,0
92164,2769,1,0
92164,2625,1,0
92164,2515,1,0
92164,2691,1,0
92164,2495,1,0
92164,3315,0,0
92164,2999,0,0
92164,3020,1,0
92164,3195,2,0
92164,2769,1,0
92164,2625,1,0
92164,2515,1,0
92164,2691,1,0
92164,2495,1,0
92164,3315,0,0
92164,2999,0,0
92164,3020,1,0
92164,3195,2,0
92164,2769,1,0
92164,2625,1,0
92164,2515,1,0
92164,2691,1,0
92164,2495,1,0
92164,3315,0,0
92164,2999,0,0
92164,3020,1,0
92164,3195,2,0
92164,2769,1,0
92164,2625,1,0
92164,2515,1,0
92164,2691,1,0
92164,2495,1,0
92164,3315,0,0
92164,2999,0,0
92184,2695,1,0
92184,2350,1,0
92184,2982,1,0
92184,2995,0,0
92184,2769,1,0
92184,2515,1,0
92184,2495,1,0
92184,3315,0,0
92184,2695,1,0
92184,2350,1,0
92184,2982,1,0
92184,2995,0,0
92184,2769,1,0
92184,2515,1,0
92184,2495,1,0
92184,3315,0,0
92184,2695,1,0
92184,2350,1,0
92184,2982,1,0
92184,2995,0,0
92184,2769,1,0
92184,2515,1,0
92184,2495,1,0
92184,3315,0,0
92184,2695,1,0
92184,2350,1,0
92184,2982,1,0
92184,2995,0,0
92184,2769,1,0
92184,2515,1,0
92184,2495,1,0
92184,3315,0,0
92184,2695,1,0
92184,2350,1,0
92184,2982,1,0
92184,2995,0,0
92184,2769,1,0
92184,2515,1,0
92184,2495,1,0
92184,3315,0,0
92184,2695,1,0
92184,2350,1,0
92184,2982,1,0
92184,2995,0,0
92184,2769,1,0
92184,2515,1,0
92184,2495,1,0
92184,3315,0,0
92184,2695,1,0
92184,2350,1,0
92184,2982,1,0
92184,2995,0,0
92184,2769,1,0
92184,2515,1,0
92184,2495,1,0
92184,3315,0,0
92184,2695,1,0
92184,2350,1,0
92184,2982,1,0
92184,2995,0,0
92184,2769,1,0
92184,2515,1,0
92184,2495,1,0
92184,3315,0,0
92184,2695,1,0
92184,2350,1,0
92184,2982,1,0
92184,2995,0,0
92184,2769,1,0
92184,2515,1,0
92184,2495,1,0
92184,3315,0,0
92190,2260,1,0
92190,3775,2,0
92190,2180,1,0
92190,2450,1,0
92190,2120,1,0
92190,2495,1,0
92190,2490,1,0
92190,2505,1,0
92190,2260,1,0
92190,3775,2,0
92190,2180,1,0
92190,2450,1,0
92190,2120,1,0
92190,2495,1,0
92190,2490,1,0
92190,2505,1,0
92190,2260,1,0
92190,3775,2,0
92190,2180,1,0
92190,2450,1,0
92190,2120,1,0
92190,2495,1,0
92190,2490,1,0
92190,2505,1,0
92190,2260,1,0
92190,3775,2,0
92190,2180,1,0
92190,2450,1,0
92190,2120,1,0
92190,2495,1,0
92190,2490,1,0
92190,2505,1,0
92190,2260,1,0
92190,3775,2,0
92190,2180,1,0
92190,2450,1,0
92190,2120,1,0
92190,2495,1,0
92190,2490,1,0
92190,2505,1,0
92190,2260,1,0
92190,3775,2,0
92190,2180,1,0
92190,2450,1,0
92190,2120,1,0
92190,2495,1,0
92190,2490,1,0
92190,2505,1,0
92190,2260,1,0
92190,3775,2,0
92190,2180,1,0
92190,2450,1,0
92190,2120,1,0
92190,2495,1,0
92190,2490,1,0
92190,2505,1,0
92190,2260,1,0
92190,3775,2,0
92190,2180,1,0
92190,2450,1,0
92190,2120,1,0
92190,2495,1,0
92190,2490,1,0
92190,2505,1,0
92190,2260,1,0
92190,3775,2,0
92190,2180,1,0
92190,2450,1,0
92190,2120,1,0
92190,2495,1,0
92190,2490,1,0
92190,2505,1,0
92194,2702,1,0
92194,3020,1,0
92194,3195,2,0
92194,2495,1,0
92194,2926,1,0
92194,2805,1,0
92194,2625,1,0
92194,2495,1,0
92194,2702,1,0
92194,3020,1,0
92194,3195,2,0
92194,2495,1,0
92194,2926,1,0
92194,2805,1,0
92194,2625,1,0
92194,2495,1,0
92194,2702,1,0
92194,3020,1,0
92194,3195,2,0
92194,2495,1,0
92194,2926,1,0
92194,2805,1,0
92194,2625,1,0
92194,2495,1,0
92194,2702,1,0
92194,3020,1,0
92194,3195,2,0
92194,2495,1,0
92194,2926,1,0
92194,2805,1,0
92194,2625,1,0
92194,2495,1,0
92194,2702,1,0
92194,3020,1,0
92194,3195,2,0
92194,2495,1,0
92194,2926,1,0
92194,2805,1,0
92194,2625,1,0
92194,2495,1,0
92194,2702,1,0
92194,3020,1,0
92194,3195,2,0
92194,2495,1,0
92194,2926,1,0
92194,2805,1,0
92194,2625,1,0
92194,2495,1,0
92194,2702,1,0
92194,3020,1,0
92194,3195,2,0
92194,2495,1,0
92194,2926,1,0
92194,2805,1,0
92194,2625,1,0
92194,2495,1,0
92194,2702,1,0
92194,3020,1,0
92194,3195,2,0
92194,2495,1,0
92194,2926,1,0
92194,2805,1,0
92194,2625,1,0
92194,2495,1,0
92194,2702,1,0
92194,3020,1,0
92194,3195,2,0
92194,2495,1,0
92194,2926,1,0
92194,2805,1,0
92194,2625,1,0
92194,2495,1,0
92093,2696,1,1
92093,2309,0,1
92093,2660,1,1
92093,2218,1,1
92093,2225,1,1
92093,2475,1,1
92093,2995,1,1
92093,2650,1,1
92093,2696,1,1
92093,2309,0,1
92093,2660,1,1
92093,2218,1,1
92093,2225,1,1
92093,2475,1,1
92093,2995,1,1
92093,2650,1,1
92093,2696,1,1
92093,2309,0,1
92093,2660,1,1
92093,2218,1,1
92093,2225,1,1
92093,2475,1,1
92093,2995,1,1
92093,2650,1,1
92093,2696,1,1
92093,2309,0,1
92093,2660,1,1
92093,2218,1,1
92093,2225,1,1
92093,2475,1,1
92093,2995,1,1
92093,2650,1,1
92093,2696,1,1
92093,2309,0,1
92093,2660,1,1
92093,2218,1,1
92093,2225,1,1
92093,2475,1,1
92093,2995,1,1
92093,2650,1,1
92093,2696,1,1
92093,2309,0,1
92093,2660,1,1
92093,2218,1,1
92093,2225,1,1
92093,2475,1,1
92093,2995,1,1
92093,2650,1,1
92093,2696,1,1
92093,2309,0,1
92093,2660,1,1
92093,2218,1,1
92093,2225,1,1
92093,2475,1,1
92093,2995,1,1
92093,2650,1,1
92093,2696,1,1
92093,2309,0,1
92093,2660,1,1
92093,2218,1,1
92093,2225,1,1
92093,2475,1,1
92093,2995,1,1
92093,2650,1,1
92161,2696,1,0
92161,2440,0,0
92161,3119,1,0
92161,2309,0,0
92161,2660,1,0
92161,2389,1,0
92161,2218,1,0
92161,2875,0,0
92161,2696,1,0
92161,2440,0,0
92161,3119,1,0
92161,2309,0,0
92161,2660,1,0
92161,2389,1,0
92161,2218,1,0
92161,2875,0,0
92161,2696,1,0
92161,2440,0,0
92161,3119,1,0
92161,2309,0,0
92161,2660,1,0
92161,2389,1,0
92161,2218,1,0
92161,2875,0,0
92161,2696,1,0
92161,2440,0,0
92161,3119,1,0
92161,2309,0,0
92161,2660,1,0
92161,2389,1,0
92161,2218,1,0
92161,2875,0,0
92161,2696,1,0
92161,2440,0,0
92161,3119,1,0
92161,2309,0,0
92161,2660,1,0
92161,2389,1,0
92161,2218,1,0
92161,2875,0,0
92161,2696,1,0
92161,2440,0,0
92161,3119,1,0
92161,2309,0,0
92161,2660,1,0
92161,2389,1,0
92161,2218,1,0
92161,2875,0,0
92161,2696,1,0
92161,2440,0,0
92161,3119,1,0
92161,2309,0,0
92161,2660,1,0
92161,2389,1,0
92161,2218,1,0
92161,2875,0,0
92161,2696,1,0
92161,2440,0,0
92161,3119,1,0
92161,2309,0,0
92161,2660,1,0
92161,2389,1,0
92161,2218,1,0
92161,2875,0,0
92161,2696,1,0
92161,2440,0,0
92161,3119,1,0
92161,2309,0,0
92161,2660,1,0
92161,2389,1,0
92161,2218,1,0
92161,2875,0,0
92133,3995,1,0
92133,3495,2,0
92133,2695,1,0
92133,2655,1,0
92133,2375,0,0
92133,2095,0,0
92133,2295,0,0
92133,2375,1,0
92133,3995,1,0
92133,3495,2,0
92133,2695,1,0
92133,2655,1,0
92133,2375,0,0
92133,2095,0,0
92133,2295,0,0
92133,2375,1,0
92133,3995,1,0
92133,3495,2,0
92133,2695,1,0
92133,2655,1,0
92133,2375,0,0
92133,2095,0,0
92133,2295,0,0
92133,2375,1,0
92133,3995,1,0
92133,3495,2,0
92133,2695,1,0
92133,2655,1,0
92133,2375,0,0
92133,2095,0,0
92133,2295,0,0
92133,2375,1,0
92133,3995,1,0
92133,3495,2,0
92133,2695,1,0
92133,2655,1,0
92133,2375,0,0
92133,2095,0,0
92133,2295,0,0
92133,2375,1,0
